u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
Médecine Libre (Jérôme),MedecineLibre,05/03/2019,@nicolasnova @AntonioCasilli CC @DrMurphy11 @babylonhealth,0.0,Negative,0.0,2385,0,0,"nicolasnova (nicolasnova), Casilli (AntonioCasilli), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
HealthTechInsider,HealthTechInsi2,05/03/2019,@dave_dlt @DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota Bit biased Dave don’t you think?,0.0,Negative,0.0,69,0,2,"Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
Juggy Sihota-Chahil,juggysihota,05/03/2019,A great day for Canadian healthcare!Proud to announce that Babylon by TELUS Health has now launched! British Columbians will be the first to get access to Virtual Dr consultations.  Available for download in App Store &amp; Google Play. @TELUSHealth @TELUS @babylonhealth https://t.co/6RWXq0oqQk,0.4125,Neutral,0.37083333333333335,1324,44,123,"TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)"
Keri Alletson,kerialletson,05/03/2019,About 2.7 million people already using @babylonhealth according to @TELUSHealth rotmanhealthIT,0.0,Negative,0.0,643,1,1,"Babylon (babylonhealth), TELUS Health (TELUSHealth)"
Will Falk,willfalk,05/03/2019,"Great to see ⁦@TELUSHealth⁩ introducing ⁦@babylonhealth⁩ in BC. #rotmanhealthit

2.7 M users globally https://t.co/2d9RMA6VCP",0.4,Neutral,0.375,4204,5,16,"TELUS Health (TELUSHealth), Babylon (babylonhealth)"
Dave Triska,dave_dlt,05/03/2019,@DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota Very helpful presentation on just that https://t.co/kIuQ02gPtg,0.2,Negative,0.3,338,0,3,"Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
Dr Murphy,DrMurphy11,05/03/2019,"Here's a question... 

Following the @FT article on the misuse of 'AI' by Start-ups. 

Is the @babylonhealth #eHealth Chatbot really built on an #AI #NeuralNetwork utilising #MachineLearning?

Or is it actually 'Artificial' AI - where humans program &amp; adjust the decision matrix? https://t.co/rfKltUiHmv",-0.13333333333333333,Negative,0.43333333333333335,4052,15,17,"Financial Times (FT), Babylon (babylonhealth)"
TELUS Health,TELUSHealth,05/03/2019,@MichelleGagne67 @TELUS @babylonhealth @juggysihota Thank you 💛 We share your excitement!,0.0,Negative,0.0,10673,0,6,"Michelle Gagne (MichelleGagne67), TELUS (TELUS), Babylon (babylonhealth), Juggy Sihota-Chahil (juggysihota)"
Michelle Gagne,MichelleGagne67,05/03/2019,"An exciting announcement today by @TELUS and @babylonhealth to provide convenient and accessible healthcare to British Columbians. Congrats, @juggysihota and team!
#virtualcare https://t.co/EwiceZtIkC",0.225,Neutral,0.39166666666666666,283,12,47,"TELUS (TELUS), Babylon (babylonhealth), Juggy Sihota-Chahil (juggysihota)"
Dr Jon Behr,behr_dr,05/03/2019,@SpiceRadioVan @babylonhealth @TELUSHealth You might also want to have a look at videos posted by @DrMurphy11 showing how the app sometimes gets a little bit confused.,-0.29375,Negative,0.6,121,0,2,"Spice Radio 1200AM (SpiceRadioVan), Babylon (babylonhealth), TELUS Health (TELUSHealth), Dr Murphy (DrMurphy11)"
Spice Radio 1200AM,SpiceRadioVan,05/03/2019,Here is an example of how the @babylonhealth by @TELUSHealth will work. https://t.co/qhZN6CIwGC,0.0,Negative,0.0,1685,5,10,"Babylon (babylonhealth), TELUS Health (TELUSHealth)"
Spice Radio 1200AM,SpiceRadioVan,05/03/2019,@babylonhealth by @TELUSHealth will be free app for Canadians to use. #Telus. https://t.co/TVhorU4mzp,0.4,Neutral,0.8,1685,1,2,"Babylon (babylonhealth), TELUS Health (TELUSHealth)"
Spice Radio 1200AM,SpiceRadioVan,05/03/2019,@TELUSHealth and @babylonhealth announce a partnership allow Canadians to digital and health care service.  @juggysihota. https://t.co/DyHb2ykJre,0.0,Negative,0.0,1685,1,3,"TELUS Health (TELUSHealth), Babylon (babylonhealth), Juggy Sihota-Chahil (juggysihota)"
Spice Radio 1200AM,SpiceRadioVan,05/03/2019,"The mission for @babylonhealth “accessible and affordable health service”, and they are partnering with #TelusHealth more to come about this partnerships https://t.co/fcvQQIhGtT",0.4375,Neutral,0.4375,1685,1,3,Babylon (babylonhealth)
Alan Woodall #FBPE #Peoplesvote,DrAlanWoodall,05/03/2019,@DrMurphy11 @MattHancock @GPatHand @babylonhealth The conflicts of interest here are so massive I don’t know where to begin.,0.0,Negative,1.0,781,0,2,"Dr Murphy (DrMurphy11), Matt Hancock (MattHancock), Babylon GP at hand (GPatHand), Babylon (babylonhealth)"
SO Legal Solicitors,SOLegalUK,05/03/2019,"And thanks to all the speakers including @davidkelnar @babylonhealth @goustocooking @OliverWyman for your pearls of wisdom and analysis. 
#AI #artificialintelligence #tech #entrepreneurship #startups
#stateofAI2019 https://t.co/vuxsJqzuga",0.2,Negative,0.2,832,0,3,"David Kelnar (davidkelnar), Babylon (babylonhealth), Gousto (goustocooking), Oliver Wyman (OliverWyman)"
RedCat Digital,RedCat_Digital,05/03/2019,"@babylonhealth believes it’s possible to put accessible healthcare in the hands of every person on earth, and with operations in the UK &amp; Rwanda – they’re well on their way to world domination. 
This is #Tech that we can get behind.
#TechForGood #BabylonHealth #Apps #HealthTech https://t.co/0Ea2YomMoR",-0.00833333333333334,Negative,0.6916666666666668,1284,0,1,Babylon (babylonhealth)
Jane “it’s spelt with an i” Austin,msjaneaustin,05/03/2019,"@babylonhealth is in number 9 in the list of companies designers want to work for https://t.co/Czz8f8oeBw its so good here we will be number one next year :P we're still looking for designers, voice UI people, content and researchers.DMs are open, get in touch",0.3625,Neutral,0.525,3612,1,0,Babylon (babylonhealth)
MMC Ventures,MMC_Ventures,05/03/2019,"Next up at the #StateofAI2019 launch, @Riam_Kanso of Conception X and @paul_bate of @babylonhealth discussing dynamics and innovation within AI entrepreneurship. 
#Entrepreneurs #talent #tech https://t.co/X9j1frvxov",0.0,Negative,0.0,8856,2,12,"Riam Kanso (Riam_Kanso), Paul Bate (paul_bate), Babylon (babylonhealth)"
Max 💙🐍,max0marlow,05/03/2019,"According to this, apps like @babylonhealth are connected to the Kremlin somehow. This is utterly bemusing. https://t.co/bVeZDY2VEo",0.0,Negative,1.0,1388,0,0,Babylon (babylonhealth)
Eagle Labs,eagle_labs,05/03/2019,The second panel hosted by MMC Ventures’ @davidkelnar at the launch of The State of AI 2019: Divergence dives deeper into #AI #disruption with @Riam_Kanso from @conceptionxtech and @paul_bate from @babylonhealth https://t.co/YlH1lpu8Fv,0.0,Negative,0.0,8213,4,12,"David Kelnar (davidkelnar), Riam Kanso (Riam_Kanso), Conception X (conceptionxtech), Paul Bate (paul_bate), Babylon (babylonhealth)"
Eagle Labs Health Tech,eagle_labs_hlth,05/03/2019,Great to see @Riam_Kanso discuss more about #ConceptionX and hear from Paul @babylonhealth link into NHS Services #AI https://t.co/lVdIstpUAk,0.65,Neutral,0.625,150,0,3,"Riam Kanso (Riam_Kanso), Babylon (babylonhealth)"
Alexander Eliasson,alexeliasson,05/03/2019,"Kinneviks Livongo annonserade i veckan samarbete med Amazon, och deras Babylonhealth förra året med Tencent. 

Det luktar revansch för Kinnevik. https://t.co/lwEGWeunCo",0.0,Negative,0.0,7545,2,53,
Karan Navani,TrappedInKaran,05/03/2019,@babylonhealth I think the call to action to use your app should be a bit more clear than “See a doctor now”. Might be misunderstood as a general PSA. 🤷🏻‍♂️ https://t.co/RWipsovXxe,0.1875,Negative,0.37083333333333335,368,0,0,Babylon (babylonhealth)
vanessa frank,vanessafrank3,05/03/2019,@apolyakova Best tweet ever @MattHancock #babylonhealth,1.0,Positive,0.3,429,0,0,"Dr Alina Polyakova (apolyakova), Matt Hancock (MattHancock)"
💣 Medical Devices Expert,JoanneD_,04/03/2019,@DrMurphy11 @MattHancock @GPatHand @babylonhealth Matt Hancock was aware this was being made available on the market?,0.325,Neutral,0.325,466,0,0,"Dr Murphy (DrMurphy11), Matt Hancock (MattHancock), Babylon GP at hand (GPatHand), Babylon (babylonhealth)"
Dr Murphy,DrMurphy11,04/03/2019,"@WhiteAero @paul_bate @babylonhealth @NHSCCIO @keithgrimes @Phil_Koczan Confirmed speakers include: @babylonhealth

A good example of how NOT to do #eHealth #Ethics #Governance or #PatientSafety. 
https://t.co/W82Vjdp7uO",0.55,Neutral,0.8,4052,1,0,"S P P Whiteley (WhiteAero), Paul Bate (paul_bate), Babylon (babylonhealth), Simon Eccles (NHSCCIO), Dr Keith Grimes (keithgrimes), Phil Koczan (Phil_Koczan), Babylon (babylonhealth)"
S P P Whiteley,WhiteAero,04/03/2019,@paul_bate @babylonhealth @NHSCCIO @keithgrimes @Phil_Koczan @DrMurphy11 —&gt; Might be of interest: Digital Health #Safety #Conference— #AI safety 😎👍 https://t.co/3DcroHg4zK,0.0,Negative,0.0,2051,0,2,"Paul Bate (paul_bate), Babylon (babylonhealth), Simon Eccles (NHSCCIO), Dr Keith Grimes (keithgrimes), Phil Koczan (Phil_Koczan), Dr Murphy (DrMurphy11)"
Phil Whitaker,pwhitakerwriter,04/03/2019,"@DrMurphy11 @MattHancock @GPatHand @babylonhealth Is there a little GP in there, squashed in their clasp - the eponymous GP-at-hand?",-0.1875,Negative,0.5,365,0,3,"Dr Murphy (DrMurphy11), Matt Hancock (MattHancock), Babylon GP at hand (GPatHand), Babylon (babylonhealth)"
Clive Blanchard,blanchyshed,04/03/2019,@DrMurphy11 @MattHancock @GPatHand @babylonhealth Something stinks.....,-0.6,Negative,0.5,346,0,3,"Dr Murphy (DrMurphy11), Matt Hancock (MattHancock), Babylon GP at hand (GPatHand), Babylon (babylonhealth)"
TAcademic,taphc,04/03/2019,@babylonhealth - do you not have a duty of care to shut down your faulty symptom checker app until it's all fixed?,-0.02777777777777779,Negative,0.24444444444444446,12,0,0,Babylon (babylonhealth)
Anne-Laure Le Cunff,anthilemoon,04/03/2019,@chrisvxd @join_ef @babylonhealth @watsontom100 @samsammurphy During EF :) Would love to join! Will DM you my WhatsApp.,0.5625,Neutral,0.8,11462,0,1,"Chris Villa (chrisvxd), Entrepreneur First (join_ef), Babylon (babylonhealth), Tom M. Watson (watsontom100), Sam Murphy (samsammurphy)"
Dr Keith Grimes,keithgrimes,04/03/2019,@inamiy @babylonhealth great to have you on board!!!,1.0,Positive,0.75,5499,0,2,"Yasuhiro Inami (inamiy), Babylon (babylonhealth)"
Yasuhiro Inami,inamiy,04/03/2019,Brilliant Day 1 at @babylonhealth ✨❤️✨ https://t.co/2hBKzOpuHd,0.9,Positive,1.0,3014,1,60,Babylon (babylonhealth)
Ville Koiste,villekoiste,04/03/2019,”He wants ⁦@babylonhealth⁩ to become the Amazon or Facebook of Britain and claims it can be just as big. ‘It’s not being arrogant. #Healthcare is the largest industry in the world by far’ ” #digitalhealth  https://t.co/VObBJQfu6h,0.10000000000000002,Negative,0.39999999999999997,4216,0,1,Babylon (babylonhealth)
Kate Heydon,kateheydonorg,04/03/2019,"@jfdwolff @DrMurphy11 @Practice_Mngr @NHSCCIO @babylonhealth @behr_dr @bendean1979 @CUH_NHS So, how is chatbot in any way inferior to GP care that have left us w/ permanent irreversible limb impairments because of failures to competently-triage acutely symptomatic proximal DVT w/ impaired circulation assoc &gt;20 weeks pelvic mass left undiagnosed even after DVT diagnosis?",0.19999999999999998,Negative,0.3,491,0,0,"Jacob de Wolff (jfdwolff), Dr Murphy (DrMurphy11), ThePracticeManager (Practice_Mngr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Jon Behr (behr_dr), ben dean (bendean1979), CUH (CUH_NHS)"
Kate Heydon,kateheydonorg,04/03/2019,"@jfdwolff @DrMurphy11 @Practice_Mngr @NHSCCIO @babylonhealth @behr_dr @bendean1979 Dr K Coyle* explicitly advised me on 20 Sep 2012 NOT to attend @CUH_NHS w/ suspected DVT, parental history of DVT; because 1/ not obese 2/ no varicose veins 3/ CUH Black Alert Status: No ramification to * or Dr Macnair despite no d-dimer 1/10/12 Spire ultrasound delayed-diagnosis",-0.16666666666666666,Negative,0.43333333333333335,491,0,0,"Jacob de Wolff (jfdwolff), Dr Murphy (DrMurphy11), ThePracticeManager (Practice_Mngr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Jon Behr (behr_dr), ben dean (bendean1979), CUH (CUH_NHS)"
thelonewolf69,5234C2N2,04/03/2019,@Melichior @DrMurphy11 @jfdwolff @Practice_Mngr @NHSCCIO @babylonhealth @behr_dr @bendean1979 Fact.,0.0,Negative,0.0,1125,0,0,"Magus (Melichior), Dr Murphy (DrMurphy11), Jacob de Wolff (jfdwolff), ThePracticeManager (Practice_Mngr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
Chris Villa,chrisvxd,04/03/2019,@anthilemoon @join_ef @babylonhealth Impressive. Did you realise that during of EF or after? Grabbing food &amp; drinks with some startup folk inc a couple of EF alumni (@watsontom100 and @samsammurphy) on Friday at Dinerama if you’d like to join. Always good to have new faces.,0.6121212121212122,Neutral,0.6848484848484849,109,0,1,"Anne-Laure Le Cunff (anthilemoon), Entrepreneur First (join_ef), Babylon (babylonhealth), Tom M. Watson (watsontom100), Sam Murphy (samsammurphy)"
Anne-Laure Le Cunff,anthilemoon,04/03/2019,@chrisvxd @join_ef @babylonhealth Yes AI - we were working with the ministry of health of a south-east asian country with a data-sharing agreement to train it. And were also in talks with the NHS. Overall lots of interest but the partnerships model meant less predictable revenue.,-0.09166666666666667,Negative,0.14166666666666666,11462,0,2,"Chris Villa (chrisvxd), Entrepreneur First (join_ef), Babylon (babylonhealth)"
ben dean,bendean1979,04/03/2019,@NusratMedicine @iDrSunny @DrDavidWarriner @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr Patients don't need dangerous flawed poorly tested AI though...,-0.5,Negative,0.6666666666666666,5045,0,0,"@NusratMedicine  🚑🔬🌐 (NusratMedicine), Dr Sandeep Bansal (iDrSunny), David Warriner (DrDavidWarriner), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr)"
Chris Villa,chrisvxd,04/03/2019,"@anthilemoon @join_ef Nice one. How was the ""automatic"" part of that done? AI or something? 🤔 Sounds like something that might find a place in partnership with existing medical platforms, like @babylonhealth.",0.3,Neutral,0.5,109,0,0,"Anne-Laure Le Cunff (anthilemoon), Entrepreneur First (join_ef), Babylon (babylonhealth)"
Rui Peres,peres,04/03/2019,@dantoml We are hiring remote people for the iOS and the Android team at @babylonhealth @Babylon_Eng,-0.1,Negative,0.2,2662,2,1,"dani (dantoml), Babylon (babylonhealth), Babylon Engineering (Babylon_Eng)"
Nicholas Pedersen,npedersen1,04/03/2019,"@dantoml @dantoml - please pass on my email: nick.pedersen@babylonhealth.com. We're looking for remote iOS Developers, happy to speak to your friends. https://t.co/YfkqWKZVF5",0.35000000000000003,Neutral,0.6,325,0,1,"dani (dantoml), dani (dantoml)"
Mark Cossey,burning_,04/03/2019,Consumer to consultant video i.e. video banking or video doctors seems like its been smouldering away for a while but no big bangs (Or have I missed them?) @babylonhealth appear to be doing it well though.,0.0,Negative,0.1,608,0,1,Babylon (babylonhealth)
London Digital Jobs Now!,London__Digital,04/03/2019,"Tech Talks Podcast&gt; Hey guys 👋 What do you think of the 1st Tech Talks product review? The wiweforhealth 🏥 #HealthTech 

linaychan adia_health babylonhealth DrHannahAllen ForwardHealth_ sharonecw Helene_wild_ai WILD_AI_Coach https://t.co/29ad40c33Q",0.0,Negative,0.0,4614,0,0,
Tech Talks #podcast,Tech__Talks,04/03/2019,"Hey guys 👋 What do you think of the 1st Tech Talks product review? The @wiweforhealth 🏥 #HealthTech 

@linaychan @adia_health @babylonhealth @DrHannahAllen @ForwardHealth_ @sharonecw @Helene_wild_ai @WILD_AI_Coach https://t.co/wr2XIzvqlt",0.0,Negative,0.0,3761,3,4,"WIWE (wiweforhealth), Lina Chan (linaychan), Adia Health (adia_health), Babylon (babylonhealth), Hannah Allen (DrHannahAllen), Forward (ForwardHealth_), Sharon Cooper (sharonecw), Helene Guillaume (Helene_wild_ai), WILD AI - The ride of your life (WILD_AI_Coach)"
London Digital Jobs Now!,London__Digital,04/03/2019,"Tech Talks Podcast&gt; Hey guys 👋 What do you think of the 1st Tech Talks product review? The wiweforhealth 🏥 #HealthTech 

linaychan adia_health babylonhealth DrHannahAllen ForwardHealth_sharonecw Helene_wild_ai WILD_AI_Coach https://t.co/UUwe3r1d1Z",0.0,Negative,0.0,4614,0,0,
Fast Track Alumni News,FastTrackAlumni,04/03/2019,Founder Dr Ali Parsa on how his mobile app @babylonhealth can transform medical services with #AI diagnoses &amp; virtual consultations #FastTrack100 #Disrupt https://t.co/OpUmeNtCS1,0.0,Negative,0.0,3404,0,0,Babylon (babylonhealth)
askmyGP,askmygp,04/03/2019,"@behr_dr @NusratMedicine @bendean1979 @iDrSunny @DrDavidWarriner @NHSCCIO @babylonhealth @DrMurphy11 For info: we are a normal privately owned ltd company, not VC indebted.  Change in the way GPs can deliver care, but not to the structure.",0.075,Negative,0.5125,994,1,2,"Dr Jon Behr (behr_dr), @NusratMedicine  🚑🔬🌐 (NusratMedicine), ben dean (bendean1979), Dr Sandeep Bansal (iDrSunny), David Warriner (DrDavidWarriner), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
